Opening Rank,Closing Rank,Academic Program Name,Institute,Seat Type,Quota,Gender
25786,25786,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OBC-NCL,All India,Female-only (including Supernumerary)
21853,22339,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OPEN,All India,Gender-Neutral
34279,34279,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OPEN,All India,Female-only (including Supernumerary)
23095,23095,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,EWS,All India,Gender-Neutral
117149,117149,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,SC,All India,Gender-Neutral
14574,14765,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OPEN,All India,Gender-Neutral
17370,17622,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OPEN,All India,Gender-Neutral
25726,27450,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OPEN,All India,Female-only (including Supernumerary)
19223,19223,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,EWS,All India,Gender-Neutral
14447,14447,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OPEN,All India,Gender-Neutral
25117,25117,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,OPEN,All India,Female-only (including Supernumerary)
103386,103386,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,SC,All India,Gender-Neutral
37155,37763,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN,All India,Gender-Neutral
56788,56788,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN,All India,Female-only (including Supernumerary)
1296716,1296716,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN (PwD),All India,Gender-Neutral
42326,42889,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",EWS,All India,Gender-Neutral
45135,48182,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OBC-NCL,All India,Gender-Neutral
74129,74129,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OBC-NCL,All India,Female-only (including Supernumerary)
33401,33434,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN,All India,Gender-Neutral
45042,45042,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN,All India,Female-only (including Supernumerary)
988673,988673,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN (PwD),All India,Gender-Neutral
914975,914975,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN (PwD),All India,Female-only (including Supernumerary)
41498,42415,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",EWS,All India,Gender-Neutral
43606,44688,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OBC-NCL,All India,Gender-Neutral
66578,71604,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OBC-NCL,All India,Female-only (including Supernumerary)
207053,207053,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",SC,All India,Female-only (including Supernumerary)
46488,48011,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN,All India,Gender-Neutral
62498,65994,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OPEN,All India,Female-only (including Supernumerary)
53727,57693,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",EWS,All India,Gender-Neutral
76446,76446,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",EWS,All India,Female-only (including Supernumerary)
61297,64226,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OBC-NCL,All India,Gender-Neutral
81427,82122,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",OBC-NCL,All India,Female-only (including Supernumerary)
207156,207156,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",SC,All India,Gender-Neutral
230679,230679,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",SC,All India,Female-only (including Supernumerary)
328432,328432,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT)Kota, Rajasthan",ST,All India,Gender-Neutral
28156,28255,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OPEN,All India,Gender-Neutral
43557,43557,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OPEN,All India,Female-only (including Supernumerary)
34518,34877,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,EWS,All India,Gender-Neutral
38657,39759,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OBC-NCL,All India,Gender-Neutral
64363,69861,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OBC-NCL,All India,Female-only (including Supernumerary)
164471,164471,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,SC,All India,Gender-Neutral
43987,44592,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OPEN,All India,Gender-Neutral
68411,75761,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OPEN,All India,Female-only (including Supernumerary)
53380,60689,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,EWS,All India,Gender-Neutral
79828,79828,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,EWS,All India,Female-only (including Supernumerary)
56559,59649,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OBC-NCL,All India,Gender-Neutral
89527,89527,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,OBC-NCL,All India,Female-only (including Supernumerary)
201491,201491,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Indian Institute of Information Technology Guwahati,SC,All India,Gender-Neutral
45719,48636,"Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OPEN,All India,Gender-Neutral
65970,69777,"Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",EWS,All India,Gender-Neutral
72703,76282,"Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OBC-NCL,All India,Gender-Neutral
58514,62216,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OPEN,All India,Gender-Neutral
78505,87767,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",EWS,All India,Gender-Neutral
93143,93143,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",EWS,All India,Female-only (including Supernumerary)
75741,82882,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OBC-NCL,All India,Gender-Neutral
91155,91777,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OBC-NCL,All India,Female-only (including Supernumerary)
216206,216206,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",SC,All India,Gender-Neutral
416322,423801,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",ST,All India,Gender-Neutral
60492,64936,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OPEN,All India,Gender-Neutral
78802,78802,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OPEN,All India,Female-only (including Supernumerary)
72504,94003,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",EWS,All India,Gender-Neutral
77530,83395,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OBC-NCL,All India,Gender-Neutral
105988,105988,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OBC-NCL,All India,Female-only (including Supernumerary)
222417,227547,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",SC,All India,Gender-Neutral
453928,453928,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",ST,All India,Gender-Neutral
66914,73412,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OPEN,All India,Gender-Neutral
73694,73694,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OPEN,All India,Female-only (including Supernumerary)
89307,98219,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",EWS,All India,Gender-Neutral
111248,111248,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",EWS,All India,Female-only (including Supernumerary)
89261,96400,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OBC-NCL,All India,Gender-Neutral
127261,127261,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",OBC-NCL,All India,Female-only (including Supernumerary)
238750,243842,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",SC,All India,Gender-Neutral
39726,41492,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",OPEN,All India,Gender-Neutral
57874,61875,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",OBC-NCL,All India,Gender-Neutral
197545,197545,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",SC,All India,Gender-Neutral
417434,417434,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",ST,All India,Gender-Neutral
48493,49257,"CSE ( Data Science & Analytics) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",OPEN,All India,Gender-Neutral
54245,54245,"CSE ( Data Science & Analytics) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",EWS,All India,Gender-Neutral
61745,63835,"CSE ( Data Science & Analytics) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",OBC-NCL,All India,Gender-Neutral
202405,202405,"CSE ( Data Science & Analytics) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",SC,All India,Gender-Neutral
50847,52399,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",OPEN,All India,Gender-Neutral
57875,58244,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",EWS,All India,Gender-Neutral
63861,67471,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",OBC-NCL,All India,Gender-Neutral
211804,211804,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",SC,All India,Gender-Neutral
431649,431649,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",ST,All India,Gender-Neutral
42177,42692,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OPEN,All India,Gender-Neutral
54257,55304,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",EWS,All India,Gender-Neutral
67463,67463,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",EWS,All India,Female-only (including Supernumerary)
55550,59699,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OBC-NCL,All India,Gender-Neutral
200387,200387,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",SC,All India,Gender-Neutral
390461,390461,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",ST,All India,Gender-Neutral
46041,47183,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OPEN,All India,Gender-Neutral
56405,56683,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",EWS,All India,Gender-Neutral
59930,63851,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OBC-NCL,All India,Gender-Neutral
44101,45713,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OPEN,All India,Gender-Neutral
56009,56009,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",EWS,All India,Gender-Neutral
60531,63037,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OBC-NCL,All India,Gender-Neutral
401583,401583,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",ST,All India,Gender-Neutral
57676,60792,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OPEN,All India,Gender-Neutral
65965,77644,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",EWS,All India,Gender-Neutral
71837,79526,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OBC-NCL,All India,Gender-Neutral
88263,88263,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",OBC-NCL,All India,Female-only (including Supernumerary)
222808,227809,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",SC,All India,Gender-Neutral
262098,262098,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",SC,All India,Female-only (including Supernumerary)
529455,554969,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",ST,All India,Gender-Neutral
30392,30479,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN,All India,Gender-Neutral
41618,41618,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN,All India,Female-only (including Supernumerary)
568978,568978,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN (PwD),All India,Gender-Neutral
35766,36610,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",EWS,All India,Gender-Neutral
41091,41304,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OBC-NCL,All India,Gender-Neutral
61600,61600,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OBC-NCL,All India,Female-only (including Supernumerary)
174100,174100,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",SC,All India,Gender-Neutral
28837,29046,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN,All India,Gender-Neutral
38675,38675,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN,All India,Female-only (including Supernumerary)
871147,871147,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN (PwD),All India,Gender-Neutral
34538,35054,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",EWS,All India,Gender-Neutral
44617,47896,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",EWS,All India,Female-only (including Supernumerary)
1193162,1193162,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",EWS (PwD),All India,Gender-Neutral
40171,40944,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OBC-NCL,All India,Gender-Neutral
55757,61535,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OBC-NCL,All India,Female-only (including Supernumerary)
1297663,1329389,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OBC-NCL (PwD),All India,Gender-Neutral
170462,170462,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",SC,All India,Gender-Neutral
184610,197427,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",SC,All India,Female-only (including Supernumerary)
274381,274381,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",ST,All India,Gender-Neutral
37940,39075,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN,All India,Gender-Neutral
53102,54476,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN,All India,Female-only (including Supernumerary)
1301768,1301768,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OPEN (PwD),All India,Gender-Neutral
43810,45474,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",EWS,All India,Gender-Neutral
65256,65256,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",EWS,All India,Female-only (including Supernumerary)
47933,49683,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",OBC-NCL,All India,Gender-Neutral
193312,204577,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",SC,All India,Gender-Neutral
237915,237915,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",SC,All India,Female-only (including Supernumerary)
316801,316801,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",ST,All India,Gender-Neutral
345569,345569,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology (IIIT), Sri City, Chittoor",ST,All India,Female-only (including Supernumerary)
39798,41886,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Gender-Neutral
55871,57735,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Female-only (including Supernumerary)
44719,45811,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",EWS,All India,Gender-Neutral
55151,60875,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OBC-NCL,All India,Gender-Neutral
84827,89672,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OBC-NCL,All India,Female-only (including Supernumerary)
209452,209452,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",SC,All India,Gender-Neutral
257920,257920,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",SC,All India,Female-only (including Supernumerary)
458092,458092,"Artificial Intelligence (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",ST,All India,Female-only (including Supernumerary)
35103,36583,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Gender-Neutral
47793,48920,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Female-only (including Supernumerary)
44127,44127,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",EWS,All India,Gender-Neutral
50931,53730,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OBC-NCL,All India,Gender-Neutral
74205,79851,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OBC-NCL,All India,Female-only (including Supernumerary)
208405,211665,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",SC,All India,Female-only (including Supernumerary)
346116,346116,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",ST,All India,Gender-Neutral
420053,420053,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",ST,All India,Female-only (including Supernumerary)
53749,58622,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Gender-Neutral
70394,76776,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Female-only (including Supernumerary)
63161,67064,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",EWS,All India,Gender-Neutral
81907,81907,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",EWS,All India,Female-only (including Supernumerary)
70123,75883,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OBC-NCL,All India,Gender-Neutral
102714,119094,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OBC-NCL,All India,Female-only (including Supernumerary)
227270,243319,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",SC,All India,Gender-Neutral
258319,263801,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",SC,All India,Female-only (including Supernumerary)
422961,448931,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",ST,All India,Gender-Neutral
473671,473671,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",ST,All India,Female-only (including Supernumerary)
42613,43522,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Gender-Neutral
58269,63154,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",OPEN,All India,Female-only (including Supernumerary)
48419,50125,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",EWS,All India,Gender-Neutral
67567,67567,"Information Technology (4 Years, Bachelor of Technology)","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",EWS,All India,Female-only (including Supernumerary)
